Wavelength,Reflectance_1,Reflectance_2,Reflectance_3,Reflectance_4,Reflectance_5
350,-0.0865182653069496,0.116790413856506,-0.481263905763626,0.157284125685692,0.342540472745895
351,0.225294947624207,0.370380908250809,0.276882439851761,0.381341516971588,0.0437206216156483
352,0.312072426080704,0.189708530902863,-0.0126132182776928,0.126132056117058,-0.148794874548912
353,0.123594850301743,0.0560306273400784,-0.149274930357933,0.0331772193312645,0.0193688701838255
354,0.0403677709400654,0.108859464526176,-0.0334183797240257,0.142442524433136,0.114471420645714
355,0.0355968065559864,0.21099928021431,0.0395481735467911,0.287791311740875,0.058198656886816
356,0.0869045332074165,0.136980906128883,0.0235605947673321,-0.0944587364792824,-0.0350817330181599
357,0.0679738819599152,0.105209223926067,0.00397437531501055,-0.0905619636178017,0.0458492152392864
358,0.0599090792238712,0.131608605384827,0.0738269686698914,0.123805396258831,0.137034431099892
359,0.172036379575729,0.0821368545293808,0.258177042007446,0.0169844329357147,0.107187427580357
360,0.143565371632576,0.0080746253952384,0.0706685408949852,0.0312287900596857,0.0310142748057842
361,0.0560549683868885,-0.0290466658771038,-0.045998353511095,0.0697568878531456,-0.0219506751745939
362,0.0283839013427496,0.00716627296060324,0.0492600239813328,0.0659318491816521,-0.0158565584570169
363,0.139052346348763,0.152882382273674,0.0989380106329918,0.0633691698312759,0.0589874908328056
364,0.0978239178657532,0.129407688975334,0.0159485954791307,0.0346870832145214,0.0746194645762444
365,0.043464332818985,0.0750811621546745,-0.0100268321111798,0.0398323871195316,0.0653246939182281
366,0.0661711618304253,0.0895986184477806,0.0735153704881668,0.0861955285072327,0.0710963010787964
367,0.0678548961877823,0.0938978716731071,0.0545063614845276,0.0952317491173744,0.0813154876232147
368,0.0645771995186806,0.0492053478956223,0.0395129360258579,0.0531042031943798,0.0464003756642342
369,0.0595264732837677,0.0246934723109007,0.0480737872421741,0.0376140661537647,0.0150289945304394
370,0.055766936391592,0.0668755322694778,0.059089932590723,0.0926580056548119,0.0302010457962751
371,0.0796564817428589,0.069233238697052,0.0420894511044025,0.0845461189746857,0.0380574837327003
372,0.0707565099000931,0.0499474853277206,0.0300342217087746,0.063111811876297,0.0460135266184807
373,0.0474687442183495,0.041251253336668,0.0402399785816669,0.0577465258538723,0.0530278570950031
374,0.0649213939905167,0.0672185570001602,0.0710671320557594,0.0709052085876465,0.0548599176108837
375,0.0794811025261879,0.0643066316843033,0.0605235807597637,0.054170049726963,0.0658733174204826
376,0.0701667070388794,0.0528594180941582,0.0490927547216415,0.0533582493662834,0.0646752566099167
377,0.0497262366116047,0.0495951622724533,0.0529719144105911,0.073009304702282,0.0542982891201973
378,0.0616798102855682,0.0524910129606724,0.0442109666764736,0.0595438778400421,0.0685382410883904
379,0.0664761662483215,0.062156293541193,0.0416459441184998,0.0549958199262619,0.0596445798873901
380,0.0585655309259892,0.0640358552336693,0.042563084512949,0.0590143799781799,0.0522870644927025
381,0.0474196374416351,0.0543564185500145,0.0429092422127724,0.062941312789917,0.0623601041734219
382,0.0590368323028088,0.0606263317167759,0.0475638769567013,0.0629648640751839,0.0473141446709633
383,0.0632501170039177,0.0546251647174358,0.0469252429902554,0.0484681911766529,0.0516206622123718
384,0.0542818941175938,0.0521040596067905,0.0444947592914104,0.0340105034410954,0.0620390437543392
385,0.0417927131056786,0.0693275853991508,0.0477894097566605,0.0364074856042862,0.0548907443881035
386,0.0605396889150143,0.055558580905199,0.0630928054451942,0.0469792187213898,0.0564984641969204
387,0.0613446347415447,0.0419422313570976,0.0534165874123573,0.0463648401200771,0.0475285351276398
388,0.0451392792165279,0.0444992706179619,0.0315819345414639,0.0422086529433727,0.036212857812643
389,0.0474056489765644,0.0605052635073662,0.0389961376786232,0.0557235889136791,0.0461167208850384
390,0.0522907599806786,0.0637604147195816,0.0366104319691658,0.0483036860823631,0.0563357211649418
391,0.0540698282420635,0.062134400010109,0.0438604019582272,0.0379746481776237,0.0598968826234341
392,0.0530177615582943,0.0618637390434742,0.0600954927504063,0.0376288369297981,0.0564657934010029
393,0.0555509366095066,0.0614150315523148,0.0543035268783569,0.0440992340445518,0.0517881885170937
394,0.0637407526373863,0.0618286468088627,0.0450504310429096,0.0476448722183704,0.0493607148528099
395,0.0687167942523956,0.056643221527338,0.0402682200074196,0.0484130010008812,0.0490039363503456
396,0.0639956891536713,0.0458429977297783,0.0416334271430969,0.0495619401335716,0.0499678254127502
397,0.0524337105453014,0.0487357005476952,0.0412777103483677,0.0556956268846989,0.053522989153862
398,0.0578690059483051,0.0494160167872906,0.0486798584461212,0.0544262789189816,0.0585614889860153
399,0.0646041557192802,0.0479866415262222,0.0521779246628284,0.0477224215865135,0.0559857226908207
400,0.0518160164356232,0.048967644572258,0.0403959639370441,0.0433464534580708,0.0428439825773239
401,0.0526186861097813,0.0462293028831482,0.0397142805159092,0.0461542382836342,0.057581290602684
402,0.0524054430425167,0.0453411191701889,0.0476594492793083,0.0479974560439587,0.064342312514782
403,0.0468930453062057,0.0491018258035183,0.0519995987415314,0.0464356578886509,0.0552553161978722
404,0.0421536006033421,0.0565710999071598,0.0398255586624146,0.0445740893483162,0.0474241524934769
405,0.0499040968716145,0.059612937271595,0.0462894104421139,0.0478172153234482,0.0430364087224007
406,0.0523401126265526,0.0560057759284973,0.0514490082859993,0.0476081520318985,0.0466776713728905
407,0.0445298217236996,0.0494119301438332,0.0452641509473324,0.0424363985657692,0.0541044026613235
408,0.0461701452732086,0.050110962241888,0.043565459549427,0.0437998399138451,0.0485538206994534
409,0.0566386915743351,0.0513510182499886,0.0467677153646946,0.0435157641768456,0.0528121367096901
410,0.0568906515836716,0.0482575446367264,0.0473737940192223,0.0429654009640217,0.055028073489666
411,0.0403883196413517,0.0425905995070934,0.0414584651589394,0.0453307032585144,0.0463255234062672
412,0.0496382042765617,0.0550000406801701,0.0412004254758358,0.0536105260252953,0.0524317286908627
413,0.0524973906576633,0.0549388229846954,0.0430411845445633,0.051910649985075,0.049994420260191
414,0.0484183989465237,0.0465486124157906,0.044742114841938,0.046575516462326,0.0446903593838215
415,0.0502788089215755,0.0476469248533249,0.0452526770532131,0.05110003054142,0.0517024397850037
416,0.0528697818517685,0.0469971336424351,0.0480095371603966,0.0510777048766613,0.0531018227338791
417,0.0520151481032372,0.0443639345467091,0.0476376004517078,0.0486105717718601,0.0488644130527973
418,0.0488394722342491,0.0423321090638638,0.0441078841686249,0.0480026751756668,0.0451183952391148
419,0.0491099916398525,0.0449546240270138,0.0430603846907616,0.0535240173339844,0.051235493272543
420,0.0481899082660675,0.0497586689889431,0.0476046428084373,0.0511233061552048,0.0520713739097118
421,0.0469095073640347,0.0523680448532104,0.0499405674636364,0.0444018691778183,0.0476814955472946
422,0.0466111116111279,0.0507753305137157,0.0466102473437786,0.0403053313493729,0.042738426476717
423,0.0474920719861984,0.0476471371948719,0.0469894632697105,0.0463139191269875,0.0453627184033394
424,0.0519050136208534,0.0484783425927162,0.0486452393233776,0.0498288944363594,0.048303596675396
425,0.0535293519496918,0.0497748218476772,0.047986526042223,0.0484168119728565,0.0499338880181313
426,0.0475936308503151,0.047617319971323,0.0432952977716923,0.0446685813367367,0.0503198392689228
427,0.0487307757139206,0.0513774827122688,0.0429124049842358,0.0464446060359478,0.0485608801245689
428,0.049712523818016,0.0512941218912601,0.0436431020498276,0.0455390363931656,0.0464833006262779
429,0.0479847490787506,0.0474297180771828,0.0443582609295845,0.0434817485511303,0.0452976450324059
430,0.04548180103302,0.0471140071749687,0.0456433482468128,0.0480636432766914,0.0456139929592609
431,0.0465628765523434,0.0481793768703938,0.0463634878396988,0.0494543761014938,0.0479459203779697
432,0.0483907647430897,0.0482240542769432,0.046628188341856,0.0472328253090382,0.0470525734126568
433,0.0487052910029888,0.047044362872839,0.0470342822372913,0.0441545583307743,0.0429814271628857
434,0.0475792288780212,0.0479089245200157,0.0487511493265629,0.045793030411005,0.0449283793568611
435,0.0486585944890976,0.0486010313034058,0.0486930124461651,0.04759855940938,0.0473263561725616
436,0.0509988516569138,0.04888029769063,0.0477022640407085,0.0476142279803753,0.04749770835042
437,0.0519447959959507,0.0485769882798195,0.0470981374382973,0.0462603680789471,0.0456518530845642
438,0.0472336299717426,0.0454858131706715,0.0456524007022381,0.049811415374279,0.0495427325367928
439,0.0471759103238583,0.0447987988591194,0.0446534007787704,0.0500166974961758,0.0490363985300064
440,0.0494207888841629,0.0464103929698467,0.045134887099266,0.0468948893249035,0.0452961064875126
441,0.0456536523997784,0.0471724085509777,0.0473777689039707,0.0454154573380947,0.045518022030592
442,0.0447312444448471,0.0474863350391388,0.0475561171770096,0.0468975827097893,0.0464004501700401
443,0.0478827953338623,0.0477086007595062,0.0475421436131,0.0484507866203785,0.0486528798937798
444,0.0517224110662937,0.0475563742220402,0.0473231710493565,0.0483529828488827,0.0506770499050617
445,0.0481450483202934,0.0458883531391621,0.0436401665210724,0.0470415242016315,0.047476265579462
446,0.0464285165071487,0.0458088740706444,0.0462746843695641,0.0477413162589073,0.0468352884054184
447,0.047332126647234,0.0468520969152451,0.0484929643571377,0.0474705323576927,0.0470003038644791
448,0.0488120354712009,0.0476393178105354,0.0445985347032547,0.0442637763917446,0.0458274036645889
449,0.0467776283621788,0.0466338507831097,0.0436433404684067,0.0433219969272614,0.0473862141370773
450,0.0456058904528618,0.047168280929327,0.0453876629471779,0.0464709401130676,0.0472995117306709
451,0.0465447269380093,0.0479349419474602,0.0473115667700768,0.0489310957491398,0.0459777303040028
452,0.0486320704221725,0.0461054146289825,0.0462971143424511,0.0447837635874748,0.0460792891681194
453,0.0481680408120155,0.0458457618951797,0.0445770546793938,0.0455179587006569,0.04725506529212
454,0.04722099006176,0.0477324873209,0.0444482006132603,0.047900628298521,0.0488506965339184
455,0.0471369847655296,0.0504947565495968,0.045511219650507,0.0485306791961193,0.0492484793066978
456,0.0476902723312378,0.0512094795703888,0.0443884842097759,0.0456409566104412,0.0460101887583733
457,0.04524901881814,0.0470877252519131,0.0439644902944565,0.0465659834444523,0.0465151369571686
458,0.0451380424201488,0.0449300147593021,0.0447735972702503,0.048523310571909,0.0480361618101597
